player_id,player_name,pass_touchdown,rush_touchdown,rec_touchdown,passing_yards,rushing_yards,receiving_yards,receptions,targets,interception,fumble_lost,two_point_pass_success,two_point_rush_success,two_point_rec_success,kick_return_touchdown,punt_return_touchdown,fg_made_0-39,fg_made_40-49,fg_made_50-59,fg_made_60+,fg_missed_0-39,fg_missed_40-49,fg_missed_50-59,fg_missed_60+,pat_made,pat_missed,fppr,hppr,position
00-0036415,V.Jefferson,0.0,0.0,1.0,0.0,-1.0,220.0,19.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.899999998509884,37.399999998509884,WR
00-0036422,A.Trautman,0.0,0.0,1.0,0.0,0.0,175.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,31.5,TE
00-0036423,A.Okwuegbunam,0.0,0.0,1.0,0.0,0.0,121.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.100000381469727,23.600000381469727,TE
00-0036425,D.Dallas,0.0,2.0,1.0,0.0,108.0,111.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.90000057220459,48.40000057220459,RB
00-0036427,T.Johnson,0.0,0.0,2.0,0.0,0.0,169.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.89999961853027,34.89999961853027,WR
00-0036429,C.Woerner,0.0,0.0,0.0,0.0,0.0,36.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6000001430511475,5.1000001430511475,TE
00-0036433,T.Stevens,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000953674316,2.4000000953674316,QB
00-0036436,S.Sloman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,23.0,3.0,52.0,52.0,K
00-0036439,T.Cleveland,0.0,0.0,0.0,0.0,0.0,63.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.300000190734863,9.300000190734863,WR
00-0036442,J.Burrow,13.0,3.0,0.0,2688.0,142.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.71999645233154,173.71999645233154,QB
00-0036450,K.Vaughn,0.0,0.0,1.0,0.0,130.0,34.0,5.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.40000009536743,20.90000009536743,RB
